id_n,Year,CONS_total,vat,VAT_Rate
116171,2018,2195600,39382,1.8%
161755,2018,18857600,812960,4.3%
258556,2018,217503000,12482775,5.7%
232962,2018,71153200,2123553,3.0%
216218,2018,37992400,1413926,3.7%
88304,2018,165481116,4001843,2.4%
261883,2018,97344600,3748921,3.9%
155563,2018,30111175,1220286,4.1%
235352,2018,13851800,327551,2.4%
268388,2018,19058800,681465,3.6%
178103,2018,45702000,2287405,5.0%
103,2018,21946600,707865,3.2%
152807,2018,88885800,3028907,3.4%
147494,2018,21426680,912029,4.3%
141111,2018,104323148,4494456,4.3%
126956,2018,20808000,793586,3.8%
184332,2018,28545400,968517,3.4%
291005,2018,20835120,582357,2.8%
153263,2018,12618000,412171,3.3%
90175,2018,69609000,1434782,2.1%
79702,2018,50038100,2780245,5.6%
28016,2018,81850392,3202185,3.9%
136913,2018,18700200,813479,4.4%
173144,2018,23052800,445847,1.9%
245016,2018,46253840,1637494,3.5%
176158,2018,51695600,1723760,3.3%
229618,2018,44306840,1893903,4.3%
288532,2018,133874000,6478941,4.8%
40844,2018,39413200,1705096,4.3%
126531,2018,44762000,1733674,3.9%
85672,2018,598717996,30720584,5.1%
279799,2018,49815600,2433180,4.9%
257212,2018,7704400,259640,3.4%
20955,2018,41543600,1735018,4.2%
220740,2018,38565380,1122560,2.9%
254974,2018,19369600,1070705,5.5%
66506,2018,8325000,166486,2.0%
8307,2018,67678800,2182043,3.2%
131240,2018,9683680,448602,4.6%
193530,2018,39425016,1163935,3.0%
216551,2018,19712600,483267,2.5%
103790,2018,35852900,1380315,3.8%
63935,2018,126972000,7254054,5.7%
104436,2018,160005400,4782903,3.0%
183330,2018,33783840,1570623,4.6%
193525,2018,23805640,476568,2.0%
217548,2018,43190400,1686180,3.9%
210683,2018,47041600,2163697,4.6%
256092,2018,14498388,276658,1.9%
91079,2018,27008520,1404928,5.2%
28961,2018,32748400,1320420,4.0%
116639,2018,35932600,1328258,3.7%
129062,2018,54137810,2370804,4.4%
235368,2018,43065800,1668753,3.9%
238541,2018,51552000,313351,0.6%
46883,2018,50205720,1085777,2.2%
272636,2018,20913000,185319,0.9%
30888,2018,26730200,917692,3.4%
50553,2018,60731000,3051559,5.0%
293894,2018,49903000,932802,1.9%
52472,2018,47393200,1612784,3.4%
48760,2018,19309044,849858,4.4%
278712,2018,33814000,784353,2.3%
220331,2018,79582800,2765476,3.5%
180298,2018,192434000,7369906,3.8%
275662,2018,91411880,4053768,4.4%
40161,2018,53151000,2320670,4.4%
100909,2018,29204800,1134741,3.9%
239771,2018,19407040,644196,3.3%
259707,2018,86917600,3274779,3.8%
71132,2018,36909800,787614,2.1%
188039,2018,43603000,2052243,4.7%
103200,2018,76311000,2598151,3.4%
171242,2018,31660760,1271551,4.0%
170627,2018,58883404,3939042,6.7%
222304,2018,11356400,229827,2.0%
15718,2018,79511800,3796288,4.8%
243054,2018,24527400,792712,3.2%
6915,2018,42595120,1159770,2.7%
169048,2018,35643400,1521886,4.3%
186620,2018,25411600,490919,1.9%
283404,2018,26247360,749919,2.9%
243215,2018,28072500,1060955,3.8%
220139,2018,18442800,536919,2.9%
241934,2018,66277800,2580679,3.9%
182488,2018,47735800,2247191,4.7%
181737,2018,31174600,1231510,4.0%
150049,2018,23958000,1189764,5.0%
109553,2018,38568800,1071002,2.8%
173627,2018,34881088,1266804,3.6%
78556,2018,80367200,4741335,5.9%
263479,2018,30409000,733418,2.4%
132648,2018,44707400,2412054,5.4%
283452,2018,90084000,4523164,5.0%
137502,2018,70052960,1226840,1.8%
247481,2018,49379712,2003306,4.1%
71702,2018,21241520,980121,4.6%
98899,2018,44293000,1796496,4.1%
293719,2018,46303760,1442816,3.1%
115080,2018,16069220,720485,4.5%
136348,2018,23653710,797559,3.4%
161252,2018,18393800,639036,3.5%
87500,2018,44209000,2834333,6.4%
219733,2018,77176000,4250559,5.5%
261823,2018,22079919,767899,3.5%
214507,2018,71673000,3149422,4.4%
43031,2018,43654200,1357231,3.1%
193162,2018,119428000,3565387,3.0%
164666,2018,73928200,2639336,3.6%
50428,2018,40137300,1911871,4.8%
140950,2018,25269500,1354849,5.4%
222795,2018,3490600,106413,3.0%
2491,2018,61971000,2561679,4.1%
44327,2018,102412000,4228463,4.1%
104314,2018,89622200,4038858,4.5%
39003,2018,43747600,1121442,2.6%
49241,2018,125632000,7104216,5.7%
294470,2018,46646000,1249824,2.7%
105100,2018,43190400,1176633,2.7%
16244,2018,63148400,3046022,4.8%
49279,2018,33568400,1011680,3.0%
236473,2018,38340200,1846807,4.8%
157735,2018,54484160,2259358,4.1%
28013,2018,88689192,4131639,4.7%
187236,2018,48288668,2923985,6.1%
3278,2018,31592000,819472,2.6%
142,2018,13731000,327523,2.4%
250156,2018,35570000,1586269,4.5%
34398,2018,23317480,1236539,5.3%
25956,2018,89022004,2841627,3.2%
119459,2018,4284640,128408,3.0%
77138,2018,144555100,3505126,2.4%
116841,2018,109700400,5455476,5.0%
220029,2018,15640600,471137,3.0%
35594,2018,180262000,12779135,7.1%
248593,2018,60572893,3243036,5.4%
113096,2018,47034000,1389694,3.0%
231275,2018,54675400,1996153,3.7%
4041,2018,82466000,3032220,3.7%
201206,2018,36613000,1381141,3.8%
220878,2018,70317000,4315270,6.1%
198784,2018,31824000,1527299,4.8%
250777,2018,24124400,684559,2.8%
177629,2018,45163800,1591627,3.5%
242064,2018,81610000,4072343,5.0%
284306,2018,13959300,468279,3.4%
66768,2018,42174308,1473901,3.5%
166369,2018,17355600,513562,3.0%
263783,2018,65237520,2099111,3.2%
173081,2018,80553945,1896135,2.4%
5240,2018,63527800,2643440,4.2%
149603,2018,77986400,3885184,5.0%
213858,2018,89150000,1698005,1.9%
151788,2018,24866400,728748,2.9%
227393,2018,226482000,7127309,3.1%
9670,2018,54717992,2606504,4.8%
82096,2018,37203800,1511254,4.1%
115296,2018,24184980,1298675,5.4%
104924,2018,51420200,2345250,4.6%
224965,2018,29671680,752735,2.5%
107514,2018,46631700,2141236,4.6%
159628,2018,6108900,155676,2.5%
120238,2018,103576476,6123623,5.9%
44048,2018,46253000,2174135,4.7%
196049,2018,26442800,543142,2.1%
197564,2018,18607480,309751,1.7%
291285,2018,22867200,601215,2.6%
121195,2018,61311480,2683903,4.4%
93118,2018,21950200,849359,3.9%
184621,2018,33452400,1277903,3.8%
58627,2018,15886800,367708,2.3%
201475,2018,35499000,589524,1.7%
203345,2018,65534400,1839305,2.8%
251365,2018,70976600,4805950,6.8%
31917,2018,13272960,240212,1.8%
192537,2018,35932400,1408268,3.9%
73434,2018,25710600,1066274,4.1%
71510,2018,17578320,723622,4.1%
106175,2018,17538000,372890,2.1%
75829,2018,29663160,973948,3.3%
209968,2018,49441000,2001503,4.0%
179242,2018,89808600,4528523,5.0%
192918,2018,37299000,1162432,3.1%
76778,2018,84374600,2186429,2.6%
98413,2018,60750600,1918910,3.2%
73622,2018,41594800,1540396,3.7%
29076,2018,57369000,1836955,3.2%
226627,2018,41475480,945941,2.3%
26894,2018,129072292,4897686,3.8%
216641,2018,54710760,1464594,2.7%
283820,2018,22639000,406233,1.8%
227446,2018,61330400,2360607,3.8%
266064,2018,36636780,794223,2.2%
120524,2018,21493600,931106,4.3%
259099,2018,35797864,1076988,3.0%
170812,2018,37661400,1259372,3.3%
250813,2018,38057120,1457690,3.8%
123448,2018,59214000,2889766,4.9%
124883,2018,17345400,333449,1.9%
72106,2018,19091800,628288,3.3%
112810,2018,30423360,1063716,3.5%
114689,2018,105265200,3225865,3.1%
113510,2018,31267800,1449825,4.6%
44954,2018,109828800,3869710,3.5%
37663,2018,76807280,2616649,3.4%
243629,2018,47835840,2008643,4.2%
72351,2018,24545000,994485,4.1%
69358,2018,65467000,3270566,5.0%
232939,2018,52300000,1688034,3.2%
193188,2018,145238200,7523431,5.2%
256165,2018,20847800,446694,2.1%
133576,2018,46110400,1529288,3.3%
246728,2018,26099000,1350285,5.2%
62641,2018,16203600,249357,1.5%
293366,2018,18046120,600923,3.3%
53258,2018,89474800,3220400,3.6%
6775,2018,29649000,1271690,4.3%
243206,2018,26189000,608568,2.3%
275972,2018,22761600,675523,3.0%
233283,2018,30023400,1566665,5.2%
92316,2018,91254000,2009849,2.2%
157292,2018,58682000,1693912,2.9%
244119,2018,53970600,2233043,4.1%
240750,2018,36365000,1683472,4.6%
51058,2018,33259000,1573595,4.7%
133869,2018,30321400,1190955,3.9%
31463,2018,69869000,2275762,3.3%
75417,2018,21543440,1232548,5.7%
264754,2018,50239860,1893831,3.8%
136431,2018,15359200,588939,3.8%
167843,2018,37263200,2218126,6.0%
115174,2018,27542680,1162231,4.2%
79582,2018,44403800,1548225,3.5%
156246,2018,66849360,3078252,4.6%
27115,2018,80538000,1282980,1.6%
238895,2018,122323800,3855056,3.2%
76268,2018,6454400,140523,2.2%
263892,2018,78653700,5121243,6.5%
3308,2018,37836200,1658463,4.4%
212065,2018,29313200,898373,3.1%
212495,2018,34157800,1141292,3.3%
13097,2018,29014664,1188592,4.1%
235326,2018,40810400,1453157,3.6%
56381,2018,26744800,1203362,4.5%
141979,2018,19260800,713782,3.7%
42354,2018,52348000,3152000,6.0%
224119,2018,26718600,786589,2.9%
139271,2018,44613240,1472108,3.3%
186407,2018,32081000,1774270,5.5%
278054,2018,30506944,676518,2.2%
57729,2018,23963500,1280113,5.3%
28327,2018,34984000,2089108,6.0%
93992,2018,18786880,895249,4.8%
145608,2018,21355400,636787,3.0%
251913,2018,28000200,1283670,4.6%
93409,2018,34949200,943236,2.7%
58563,2018,16586200,691910,4.2%
95208,2018,125495000,8670577,6.9%
91215,2018,94841480,6754198,7.1%
213497,2018,24011600,1412301,5.9%
148228,2018,21653000,819129,3.8%
140391,2018,23875600,442997,1.9%
48930,2018,67124000,2852024,4.2%
92935,2018,85249840,3345045,3.9%
89643,2018,61109000,1212175,2.0%
98608,2018,30772000,1222404,4.0%
254771,2018,98504580,4080603,4.1%
209574,2018,94907300,5247795,5.5%
167933,2018,12968600,330481,2.5%
68169,2018,56558200,1144249,2.0%
214292,2018,21778000,1218859,5.6%
36249,2018,28014424,1034912,3.7%
34386,2018,17671000,1078595,6.1%
295118,2018,50687000,1235186,2.4%
257573,2018,8217000,104351,1.3%
273232,2018,23989400,1061236,4.4%
205479,2018,48322400,2127368,4.4%
120613,2018,19125600,1033796,5.4%
24282,2018,70749000,3583135,5.1%
39403,2018,43916720,1624431,3.7%
236063,2018,27416000,817820,3.0%
20087,2018,16616400,567083,3.4%
11231,2018,30519000,1501434,4.9%
128128,2018,45374000,1807512,4.0%
60052,2018,37054333,1833896,4.9%
127883,2018,20098168,631085,3.1%
9043,2018,21749960,431416,2.0%
8479,2018,43928800,1914719,4.4%
28673,2018,15378080,303839,2.0%
28461,2018,61668600,2418629,3.9%
147689,2018,50481408,2349422,4.7%
146325,2018,31248600,1268796,4.1%
276763,2018,45021912,1416215,3.1%
199065,2018,30155600,536987,1.8%
16280,2018,35708200,1651784,4.6%
245670,2018,44219400,1010157,2.3%
240152,2018,21482340,1001694,4.7%
112854,2018,12141600,213205,1.8%
258058,2018,16611800,448305,2.7%
159597,2018,7717000,38649,0.5%
80738,2018,33497970,904487,2.7%
286541,2018,16078200,279941,1.7%
200251,2018,18224200,397416,2.2%
218498,2018,16492240,277701,1.7%
202984,2018,42285520,1573782,3.7%
208838,2018,44910200,2322011,5.2%
71040,2018,26617000,1232553,4.6%
202231,2018,70872000,2917292,4.1%
163281,2018,33385000,1150090,3.4%
213256,2018,80466600,1581267,2.0%
150323,2018,7244480,151932,2.1%
129356,2018,28514400,905937,3.2%
193829,2018,10631900,191856,1.8%
158930,2018,18041340,875065,4.9%
168396,2018,62437800,2351968,3.8%
89079,2018,44117800,1142709,2.6%
163732,2018,53695800,2429236,4.5%
177781,2018,81219000,3769123,4.6%
19609,2018,122645000,10000189,8.2%
174201,2018,18736200,550654,2.9%
8010,2018,42431000,1776957,4.2%
7171,2018,43795600,2032786,4.6%
112819,2018,123576800,4338404,3.5%
19464,2018,46316000,1616332,3.5%
102064,2018,127217000,9225631,7.3%
235137,2018,22728280,1072488,4.7%
135485,2018,23640200,735101,3.1%
127225,2018,20121020,842784,4.2%
201347,2018,46135000,2058528,4.5%
90226,2018,35679800,1771932,5.0%
5798,2018,56718200,2075024,3.7%
10771,2018,175513600,9383079,5.3%
255857,2018,27742000,212865,0.8%
107133,2018,62530240,2894590,4.6%
123772,2018,58039200,2560097,4.4%
22306,2018,155115040,9419369,6.1%
215223,2018,48503280,2301352,4.7%
29200,2018,48749000,858182,1.8%
273869,2018,64085400,2640933,4.1%
141514,2018,76472880,2201041,2.9%
261306,2018,19308040,415384,2.2%
280112,2018,102126940,3605062,3.5%
88663,2018,119408000,4262195,3.6%
90237,2018,53029800,2595823,4.9%
272253,2018,22790560,793224,3.5%
102669,2018,27969600,1440088,5.1%
215792,2018,50018000,2185867,4.4%
81033,2018,50569200,2137786,4.2%
237686,2018,51455400,2807081,5.5%
245506,2018,45513000,1107829,2.4%
143422,2018,39981000,1523423,3.8%
292383,2018,26956000,705604,2.6%
5222,2018,47521000,1605159,3.4%
209456,2018,20748400,434052,2.1%
241102,2018,27141258,941010,3.5%
240602,2018,14203830,426122,3.0%
205631,2018,34364000,1089737,3.2%
156224,2018,26431000,304036,1.2%
123526,2018,42330502,1569280,3.7%
247130,2018,24833920,826221,3.3%
23568,2018,19506000,621748,3.2%
95280,2018,58623156,2562966,4.4%
70244,2018,43078200,1628456,3.8%
65529,2018,30911000,1234036,4.0%
254030,2018,15236000,207117,1.4%
78403,2018,89595944,4338861,4.8%
230424,2018,214946000,2545815,1.2%
151884,2018,19315360,615594,3.2%
229653,2018,100550600,3134735,3.1%
238168,2018,107609600,6007982,5.6%
75513,2018,32594800,1689840,5.2%
241985,2018,31961100,1868879,5.8%
293727,2018,59288300,1889816,3.2%
68279,2018,40680600,1578919,3.9%
37440,2018,450290000,17404973,3.9%
180657,2018,608736240,12989305,2.1%
70196,2018,23740000,710065,3.0%
103809,2018,28307700,777274,2.7%
24742,2018,32577800,1161025,3.6%
207417,2018,37078000,1570923,4.2%
18452,2018,31733200,1333493,4.2%
202228,2018,32747600,1279820,3.9%
225434,2018,60624000,1889052,3.1%
169834,2018,33407000,764022,2.3%
136953,2018,38991308,1868839,4.8%
163028,2018,25782000,866842,3.4%
11276,2018,15905200,613939,3.9%
260409,2018,19618500,866031,4.4%
80783,2018,30869350,1113418,3.6%
234578,2018,107021000,3724649,3.5%
156010,2018,44469504,1869589,4.2%
41010,2018,33150000,957892,2.9%
221301,2018,21496400,660357,3.1%
61821,2018,30888400,705112,2.3%
237284,2018,16886200,445223,2.6%
266668,2018,15573200,443573,2.8%
138643,2018,41742000,1432417,3.4%
200302,2018,26186400,1678144,6.4%
82276,2018,43166400,2065335,4.8%
199755,2018,44229400,2825038,6.4%
69686,2018,45368800,1944496,4.3%
193007,2018,20164100,413832,2.1%
112369,2018,14344600,555787,3.9%
292161,2018,51979800,1097434,2.1%
280090,2018,78523260,2896241,3.7%
24004,2018,29830000,1397770,4.7%
137572,2018,46775000,3140971,6.7%
213386,2018,38438522,1780652,4.6%
132223,2018,12690000,382950,3.0%
236320,2018,13544000,469928,3.5%
243722,2018,24368400,721342,3.0%
184732,2018,53267869,2158477,4.1%
70625,2018,24372800,733294,3.0%
265897,2018,145146960,8222629,5.7%
11220,2018,43731996,1944861,4.4%
262016,2018,25974800,1078526,4.2%
184369,2018,49670000,2432301,4.9%
185314,2018,21362300,638100,3.0%
89199,2018,42150000,1834622,4.4%
155711,2018,49497524,1835259,3.7%
51284,2018,53765600,1806633,3.4%
71003,2018,44922480,1318272,2.9%
119546,2018,17730200,539008,3.0%
191225,2018,23489600,425195,1.8%
105706,2018,33090000,1274742,3.9%
259191,2018,36961800,1808768,4.9%
162071,2018,22235990,534023,2.4%
13670,2018,40842360,1039684,2.5%
134597,2018,18166000,313748,1.7%
246432,2018,11115940,250930,2.3%
41733,2018,41249000,1545914,3.7%
101990,2018,54383800,2414886,4.4%
288966,2018,38879000,910305,2.3%
207748,2018,32088400,1125821,3.5%
181158,2018,23689360,597171,2.5%
42804,2018,95342000,6208757,6.5%
147083,2018,14563293,416117,2.9%
271972,2018,26262700,852509,3.2%
248524,2018,71105240,2843497,4.0%
236553,2018,21568960,573094,2.7%
136047,2018,18116600,929166,5.1%
126446,2018,16714600,465241,2.8%
86954,2018,56345200,1545424,2.7%
1896,2018,83949000,3329771,4.0%
121963,2018,28122600,898375,3.2%
60545,2018,25990000,1143319,4.4%
100104,2018,66037500,965164,1.5%
112477,2018,42122760,1590119,3.8%
226289,2018,63202800,3676528,5.8%
73104,2018,13912600,606330,4.4%
205872,2018,26822000,1229607,4.6%
38618,2018,35911440,437011,1.2%
213050,2018,23396800,1051505,4.5%
78691,2018,82997400,2303995,2.8%
122648,2018,11994400,392453,3.3%
183088,2018,68915000,3900607,5.7%
129086,2018,21718400,595431,2.7%
129535,2018,26196600,991596,3.8%
147792,2018,19012684,444799,2.3%
4958,2018,40668200,1455488,3.6%
277761,2018,45610520,1290061,2.8%
262414,2018,40040400,1509678,3.8%
233716,2018,22790089,882646,3.9%
150567,2018,24169900,895258,3.7%
266967,2018,39021000,1393685,3.6%
1363,2018,62926000,2261604,3.6%
148192,2018,27590904,784702,2.8%
3479,2018,32652100,896296,2.7%
224505,2018,50801400,979995,1.9%
76171,2018,22728000,1132762,5.0%
29722,2018,48035000,2617604,5.4%
176860,2018,36900600,1886274,5.1%
292803,2018,73890400,1713716,2.3%
180719,2018,51003800,2628874,5.2%
153466,2018,26650500,1084879,4.1%
135739,2018,63884500,2432249,3.8%
234149,2018,21918039,823321,3.8%
149949,2018,34881320,690433,2.0%
245097,2018,37501080,1799488,4.8%
142310,2018,78772500,3267899,4.1%
127292,2018,117288700,1883828,1.6%
150151,2018,10963000,357456,3.3%
232358,2018,50977196,2035099,4.0%
117867,2018,33945400,1155223,3.4%
52011,2018,31738400,1155101,3.6%
217307,2018,66056541,1982645,3.0%
95892,2018,6634200,57395,0.9%
209943,2018,37367000,1322640,3.5%
226019,2018,36993400,2085829,5.6%
165640,2018,37137200,832519,2.2%
132437,2018,21866200,931398,4.3%
79873,2018,19818000,536817,2.7%
998,2018,38678000,1501517,3.9%
108223,2018,206386400,483845,0.2%
15276,2018,26851600,1035690,3.9%
155676,2018,25847600,716319,2.8%
65939,2018,33582888,1559123,4.6%
124835,2018,34211000,2013059,5.9%
282842,2018,69228800,3149391,4.5%
238399,2018,35544800,694339,2.0%
191675,2018,56066720,1898618,3.4%
127387,2018,24570240,888323,3.6%
182281,2018,27860624,711004,2.6%
64475,2018,29101600,938568,3.2%
68868,2018,29463400,1154155,3.9%
18992,2018,12581888,386087,3.1%
155725,2018,18011800,722155,4.0%
140861,2018,13098244,558643,4.3%
9865,2018,24605880,715398,2.9%
283544,2018,19665200,687732,3.5%
286405,2018,93875200,6418510,6.8%
108862,2018,53628680,2452197,4.6%
35595,2018,28601000,1452521,5.1%
279900,2018,28357400,1042978,3.7%
172557,2018,28245684,1082262,3.8%
218545,2018,40488000,2505874,6.2%
72164,2018,29169600,1457609,5.0%
112528,2018,45140200,2027649,4.5%
174561,2018,24855200,1055328,4.2%
275637,2018,17320078,328811,1.9%
183378,2018,19061000,608142,3.2%
230313,2018,22901280,420146,1.8%
205642,2018,32491400,2062555,6.3%
288690,2018,52981000,3214775,6.1%
168201,2018,27530920,633294,2.3%
20713,2018,30721500,1196225,3.9%
25964,2018,62097424,2103379,3.4%
265419,2018,37663640,909548,2.4%
219390,2018,28533400,1254007,4.4%
125294,2018,37274800,1714575,4.6%
45251,2018,31534600,1023959,3.2%
200732,2018,13839600,431041,3.1%
172376,2018,92472000,2935616,3.2%
167956,2018,34440776,1494526,4.3%
278662,2018,15418000,283036,1.8%
270958,2018,13675200,731641,5.4%
237381,2018,18763760,496110,2.6%
232756,2018,42790240,2058381,4.8%
7129,2018,10411400,454667,4.4%
206349,2018,16561600,830123,5.0%
208360,2018,37807280,1568866,4.1%
8072,2018,25926000,1252598,4.8%
216000,2018,33494400,1157025,3.5%
3613,2018,50360200,1162252,2.3%
32587,2018,7027000,127541,1.8%
35183,2018,49948000,2565874,5.1%
75204,2018,55573992,1282342,2.3%
172755,2018,97080000,2108742,2.2%
237529,2018,23007000,810928,3.5%
291435,2018,80064000,1614378,2.0%
147210,2018,20370200,734274,3.6%
17420,2018,170114476,7758703,4.6%
44259,2018,45137000,2311697,5.1%
65994,2018,29068800,1070027,3.7%
10751,2018,39977800,949993,2.4%
214220,2018,46270907,1270618,2.7%
65903,2018,15381400,295454,1.9%
123752,2018,32566800,1622675,5.0%
60137,2018,12421905,149858,1.2%
263352,2018,53346000,2251870,4.2%
270220,2018,62000200,1758211,2.8%
21598,2018,41896976,2217659,5.3%
121508,2018,32122800,931520,2.9%
155658,2018,16691572,586539,3.5%
12143,2018,54979004,1393665,2.5%
146749,2018,20161400,566580,2.8%
264345,2018,40798040,1841303,4.5%
207443,2018,30119300,1536532,5.1%
74199,2018,37366400,1205683,3.2%
293826,2018,12036800,306593,2.5%
147410,2018,31666072,1198369,3.8%
153199,2018,6910660,145241,2.1%
160361,2018,34950200,1628984,4.7%
121917,2018,129561000,2201685,1.7%
195534,2018,24268100,449811,1.9%
265101,2018,30197400,1157220,3.8%
159416,2018,18615800,711036,3.8%
136355,2018,29774400,707225,2.4%
127333,2018,33177484,1192897,3.6%
37132,2018,44915300,1331550,3.0%
187946,2018,30901552,1266292,4.1%
272023,2018,59769000,2919063,4.9%
153679,2018,20181600,661843,3.3%
127361,2018,25767400,904045,3.5%
211887,2018,33607600,1377259,4.1%
44120,2018,48620200,1942714,4.0%
70123,2018,32154800,1631112,5.1%
129133,2018,28402600,802231,2.8%
202446,2018,23703600,376636,1.6%
79352,2018,51167800,2126816,4.2%
50562,2018,35506120,1551555,4.4%
158453,2018,43107200,2234078,5.2%
149113,2018,17270640,489115,2.8%
286485,2018,41439400,2499287,6.0%
136638,2018,99854030,1689725,1.7%
228893,2018,159177000,7967263,5.0%
232510,2018,77984320,3152168,4.0%
239488,2018,88101400,3735640,4.2%
170993,2018,40336888,2181121,5.4%
107630,2018,9425200,354477,3.8%
37396,2018,151239000,5459663,3.6%
262633,2018,31733612,1307017,4.1%
141911,2018,3700900,46319,1.3%
173044,2018,77130400,4089121,5.3%
127020,2018,17498900,577511,3.3%
161458,2018,65061316,2516266,3.9%
118091,2018,25833280,1262264,4.9%
280526,2018,21356800,965126,4.5%
243737,2018,40982000,1910829,4.7%
219481,2018,26821400,832879,3.1%
193262,2018,26040000,700301,2.7%
254068,2018,39399760,1377788,3.5%
292603,2018,34515400,724678,2.1%
247807,2018,111694176,4910045,4.4%
85077,2018,37227000,1415077,3.8%
203135,2018,143045000,5918818,4.1%
193172,2018,192193000,6288784,3.3%
159258,2018,24953000,1025989,4.1%
253786,2018,18119760,500034,2.8%
215647,2018,45970000,2009294,4.4%
185650,2018,43328000,1691196,3.9%
161772,2018,20087780,618721,3.1%
204359,2018,28109300,1351456,4.8%
287338,2018,28784400,1085636,3.8%
157033,2018,63523000,2576160,4.1%
241945,2018,36140600,1603124,4.4%
218815,2018,43017760,1549461,3.6%
121336,2018,23248350,273252,1.2%
186855,2018,28621100,680687,2.4%
12840,2018,55547400,1358221,2.4%
281380,2018,63771000,1907152,3.0%
46671,2018,40018520,1165888,2.9%
129337,2018,28472000,915162,3.2%
209437,2018,75278000,3710241,4.9%
155962,2018,40434600,1930877,4.8%
89249,2018,31609600,971667,3.1%
292575,2018,25314000,608145,2.4%
125552,2018,17273200,628924,3.6%
55117,2018,38844600,1851930,4.8%
214689,2018,55837000,2053240,3.7%
244387,2018,38186405,1209935,3.2%
97008,2018,24710200,923533,3.7%
272328,2018,26594560,1429815,5.4%
124995,2018,70831000,2914009,4.1%
194392,2018,31371580,517720,1.7%
79719,2018,43067600,2539018,5.9%
189719,2018,52251500,2049460,3.9%
276249,2018,79684200,3066523,3.8%
279381,2018,12178500,348432,2.9%
254943,2018,18398200,296301,1.6%
155931,2018,39284000,971578,2.5%
186216,2018,76675000,1804000,2.4%
68255,2018,17903400,1108285,6.2%
38541,2018,17725040,265784,1.5%
200633,2018,53508000,1793396,3.4%
126720,2018,34662880,755431,2.2%
11501,2018,13964280,474506,3.4%
148749,2018,40336200,1555676,3.9%
156379,2018,17951800,678027,3.8%
124799,2018,21904800,1141346,5.2%
161008,2018,15985840,787982,4.9%
19839,2018,35084000,1740378,5.0%
6312,2018,29575000,881470,3.0%
247127,2018,14106900,264793,1.9%
278398,2018,54091000,1031919,1.9%
287437,2018,40942600,1390946,3.4%
55393,2018,41929400,1998769,4.8%
161050,2018,45699400,1921157,4.2%
239823,2018,13508200,386519,2.9%
198584,2018,33283500,1258757,3.8%
64439,2018,33075800,1279312,3.9%
44089,2018,18283000,415139,2.3%
172992,2018,38532000,2012901,5.2%
57535,2018,125512000,2671175,2.1%
21664,2018,27954800,1141088,4.1%
58462,2018,15871184,686599,4.3%
50940,2018,54465200,1325732,2.4%
26630,2018,10313640,374856,3.6%
218956,2018,87440600,5185036,5.9%
226822,2018,31303000,814748,2.6%
267904,2018,21795940,630058,2.9%
244583,2018,48648600,1239650,2.5%
17739,2018,36420800,1119986,3.1%
106719,2018,18285892,1241802,6.8%
117571,2018,63270820,2032850,3.2%
265414,2018,22159400,1194551,5.4%
142922,2018,28882208,1323197,4.6%
97559,2018,19175200,615717,3.2%
281984,2018,31110000,1477381,4.7%
218451,2018,48833800,1682703,3.4%
169200,2018,64062992,3229818,5.0%
111727,2018,59949000,2856451,4.8%
208864,2018,21971000,1004171,4.6%
190412,2018,15444000,569899,3.7%
270712,2018,13323000,857306,6.4%
211222,2018,37190608,1380300,3.7%
153973,2018,15620720,550984,3.5%
129975,2018,74594600,2367151,3.2%
187820,2018,16571764,394553,2.4%
139619,2018,43759720,1874856,4.3%
33480,2018,72593000,2508198,3.5%
88012,2018,585942000,11455705,2.0%
182192,2018,71678500,4462247,6.2%
40804,2018,89754000,3878750,4.3%
93547,2018,62489000,2051065,3.3%
179881,2018,37078500,2036536,5.5%
196125,2018,13196100,156984,1.2%
164005,2018,45459500,869493,1.9%
55441,2018,35889200,899054,2.5%
83648,2018,98641400,6419818,6.5%
53006,2018,26309620,1253068,4.8%
50742,2018,16694120,788591,4.7%
259624,2018,65440168,759377,1.2%
201156,2018,10705000,62829,0.6%
120880,2018,23436520,1019327,4.3%
253110,2018,25827520,652734,2.5%
271619,2018,52214000,2595405,5.0%
88710,2018,48714800,1158647,2.4%
240882,2018,50078000,1947933,3.9%
244570,2018,153581600,6476602,4.2%
142276,2018,48294800,1099701,2.3%
200751,2018,54366900,2395431,4.4%
285931,2018,42417000,1600539,3.8%
244567,2018,43232900,1860865,4.3%
173523,2018,84957840,2229979,2.6%
147521,2018,67504800,3377283,5.0%
23716,2018,45106000,1069202,2.4%
234433,2018,36743400,1021733,2.8%
229911,2018,67190800,1970888,2.9%
180151,2018,238932000,7772739,3.3%
41635,2018,22889800,870854,3.8%
225735,2018,21474520,627225,2.9%
290238,2018,21157000,457592,2.2%
137517,2018,18035400,413317,2.3%
270835,2018,11280800,349126,3.1%
31522,2018,76719800,3750688,4.9%
200705,2018,35115500,531568,1.5%
134343,2018,16488120,729569,4.4%
63257,2018,73751680,3717521,5.0%
8653,2018,47312076,1492296,3.2%
35323,2018,46981000,1813366,3.9%
73504,2018,35377760,1680522,4.8%
123755,2018,21259200,805339,3.8%
163518,2018,7924400,171954,2.2%
36789,2018,48915600,1512371,3.1%
279370,2018,33801000,502162,1.5%
26460,2018,81857940,4213465,5.1%
272622,2018,41400400,869741,2.1%
88056,2018,49695200,2263505,4.6%
