id_n,Year,CONS_Nonfood,vat,vat1,vat2,vat_diff
45095,2018,8957000,619369,619369,880793,261423
110939,2018,88576000,6571261,6571261,8753027,2181766
48301,2018,12423000,755432,755432,1231108,475676
229727,2018,18084000,291946,291946,1792108,1500162
137905,2018,169186650,9220344,9220344,16766245,7545901
186870,2018,6602200,351921,351921,652885,300964
278523,2018,8793000,299378,299378,871378,572000
43944,2018,17620000,1655946,1655946,1746126,90180
107875,2018,4894600,395465,395465,485050,89586
69800,2018,14585500,886739,886739,1445410,558671
227426,2018,35019000,2753369,2753369,3440622,687252
175734,2018,13717100,1064037,1064037,1359352,295315
10821,2018,54122156,3529603,3529603,5348394,1818791
146651,2018,15033000,996541,996541,1482622,486081
8687,2018,15553104,789820,789820,1535154,745335
109606,2018,6900000,622342,622342,683784,61441
80528,2018,19447000,1233486,1233486,1927180,693694
3980,2018,11292000,633640,633640,1107730,474090
15943,2018,43385200,3573632,3573632,4285560,711928
270240,2018,13154000,242000,242000,1303550,1061550
93797,2018,19488000,374991,374991,1931243,1556252
96859,2018,12355000,586766,586766,1183342,596577
118464,2018,10104129,545243,545243,1001310,456067
51338,2018,10946000,697162,697162,1084739,387577
229234,2018,75421000,5050387,5050387,7474153,2423766
187750,2018,341000,19423,19423,33793,14369
114405,2018,44514000,2823432,2823432,4411297,1587865
201013,2018,5053000,78288,78288,500748,422459
8313,2018,29337000,1832144,1832144,2877541,1045396
49117,2018,31924000,2704811,2704811,3163640,458829
239873,2018,15756500,278122,278122,1561455,1283333
67327,2018,12014000,669117,669117,1190577,521459
260556,2018,31962200,2087126,2087126,3167425,1080299
189889,2018,12197000,695676,695676,1208712,513036
169922,2018,13427992,517495,517495,1330702,813207
19939,2018,9685000,730856,730856,959775,228919
239614,2018,19852000,1038757,1038757,1932631,893874
153435,2018,27656600,2147339,2147339,2740744,593405
40646,2018,45614000,2533964,2533964,4520306,1986342
232766,2018,16443400,644877,644877,1629526,984649
143189,2018,8978000,632649,632649,875541,242892
147773,2018,6772700,433321,433321,671168,237848
148707,2018,10081100,771586,771586,993875,222289
215738,2018,13119000,914288,914288,1300081,385793
247758,2018,9060000,373604,373604,891198,517595
253242,2018,114552000,6933667,6933667,11310378,4376712
274511,2018,12442800,384009,384009,1233070,849061
72835,2018,32314571,2469351,2469351,3202345,732994
283136,2018,8659000,478450,478450,858099,379649
238213,2018,105054000,9748477,9748477,10410757,662279
96156,2018,35150000,2441306,2441306,3423874,982568
249220,2018,22475000,1452198,1452198,2205847,753649
214724,2018,6663000,233279,233279,660297,427018
100961,2018,11604000,726396,726396,1149946,423550
225996,2018,17300000,960667,960667,1714414,753748
140875,2018,19550175,1362613,1362613,1935423,572810
8329,2018,15301400,989742,989742,1516355,526613
181427,2018,32402000,1750090,1750090,3211009,1460919
106465,2018,32109000,1510766,1510766,3181973,1671207
271976,2018,63077000,2420396,2420396,6211234,3790838
8822,2018,14262000,1137063,1137063,1413351,276288
240258,2018,9345000,512739,512739,926081,413342
210013,2018,18628000,1159261,1159261,1846018,686757
67192,2018,9840000,562982,562982,975135,412153
282579,2018,51440500,1210545,1210545,5097707,3887162
176536,2018,49424200,3324596,3324596,4897894,1573297
22781,2018,4199000,220495,220495,416117,195622
183219,2018,90918000,3386117,3386117,9002459,5616342
129262,2018,32682600,1661208,1661208,3238816,1577608
46579,2018,7840000,597270,597270,774261,176991
93952,2018,8962000,663568,663568,888126,224559
219391,2018,16013000,511252,511252,1586874,1075622
117210,2018,11072500,558443,558443,1097275,538832
283331,2018,14497000,831045,831045,1433568,602523
68856,2018,24976000,1664964,1664964,2475099,810135
43788,2018,24722000,1998532,1998532,2449928,451396
235375,2018,7666200,410686,410686,759714,349027
54930,2018,9625000,254486,254486,953829,699342
60237,2018,17148000,1130523,1130523,1699351,568829
173854,2018,11187000,502432,502432,1108622,606189
103069,2018,12774000,749685,749685,1265892,516207
208994,2018,4638000,128829,128829,459622,330793
35961,2018,7118000,479541,479541,705387,225847
28904,2018,45132000,2832450,2832450,4472541,1640090
167569,2018,8523000,481919,481919,844622,362703
37536,2018,13345000,1045396,1045396,1322477,277081
113496,2018,5549000,304829,304829,549901,245072
231639,2018,101270000,9193423,9193423,10035766,842342
75850,2018,12279100,870685,870685,1216848,346163
67749,2018,22768000,1691423,1691423,2216649,525225
102815,2018,29877800,932998,932998,2960863,2027865
205493,2018,9087000,724514,724514,900514,176000
248223,2018,9741200,737714,737714,965344,227631
165097,2018,11753000,650982,650982,1160748,509766
196170,2018,11877700,804387,804387,1177069,372682
110010,2018,19212000,1582811,1582811,1903892,321081
72541,2018,23794000,1980198,1980198,2349342,369144
254696,2018,3845000,196910,196910,379054,182144
57501,2018,21104000,1286703,1286703,2071568,784865
41868,2018,86072000,7142171,7142171,8529658,1387486
143038,2018,61845988,2978622,2978622,6094197,3115575
160615,2018,8804000,516108,516108,872468,356360
105652,2018,5056000,266577,266577,501045,234468
208702,2018,8203000,360721,360721,805676,444955
242244,2018,15223000,1187802,1187802,1508586,320784
218626,2018,8883000,515910,515910,880297,364387
93054,2018,10431300,410528,410528,1033732,623205
186750,2018,19121000,1379360,1379360,1894874,515514
191510,2018,17184000,1173234,1173234,1700441,527207
36501,2018,31712000,2412667,2412667,3142631,729964
38207,2018,10757000,515613,515613,1066009,550396
5588,2018,14615000,1109414,1109414,1448333,338919
193714,2018,16206040,953432,953432,1606004,652572
22177,2018,14666000,1048468,1048468,1453387,404919
78164,2018,41197000,3294847,3294847,4082586,787739
287836,2018,22511000,776739,776739,2230820,1454081
118763,2018,12128000,1085135,1085135,1201874,116739
275125,2018,27745000,1924505,1924505,2709865,785360
124259,2018,3210000,124568,124568,318108,193541
242885,2018,8173570,517991,517991,809993,292002
233782,2018,26642400,1728031,1728031,2640238,912207
213404,2018,6311000,388369,388369,625414,237045
200639,2018,18669000,581613,581613,1850081,1268468
294312,2018,11181000,673973,673973,1097324,423351
173167,2018,18130060,1089565,1089565,1796673,707108
259846,2018,46835400,1675508,1675508,4637977,2962468
222473,2018,45522800,2804009,2804009,4511268,1707259
18073,2018,4929000,341099,341099,488459,147360
125082,2018,5565000,336739,336739,551486,214748
226519,2018,25651000,1343586,1343586,2541991,1198405
128389,2018,11037000,958437,958437,1093757,135320
11527,2018,7503000,354477,354477,743541,389063
170768,2018,7505508,498171,498171,743789,245618
260596,2018,147317000,13041739,13041739,14400784,1359045
89580,2018,73250000,2280568,2280568,7209459,4928892
51488,2018,16992000,1114865,1114865,1683892,569027
116582,2018,6584000,330495,330495,652468,321973
275145,2018,18723000,1223279,1223279,1855432,632153
75792,2018,7376000,540883,540883,730955,190072
282366,2018,28901000,1708766,1708766,2864063,1155297
236659,2018,73727000,3113793,3113793,7306279,4192486
76663,2018,67479000,4744865,4744865,6687108,1942243
206244,2018,9801000,326234,326234,966910,640676
160866,2018,1644500,30225,30225,162968,132743
113250,2018,23385000,1234477,1234477,2317432,1082955
101322,2018,28936400,2365495,2365495,2867571,502076
162708,2018,20213800,1014458,1014458,1996034,981577
176588,2018,30881000,1659414,1659414,3060279,1400865
63046,2018,12783000,769604,769604,1266784,497180
270215,2018,17867000,646820,646820,1770604,1123784
244564,2018,53991000,4540622,4540622,5289018,748396
18606,2018,11664000,826189,826189,1155892,329703
5666,2018,3583000,236748,236748,355072,118324
187105,2018,9786000,445946,445946,969784,523838
265096,2018,6112000,307009,307009,600838,293829
157077,2018,60132000,5126892,5126892,5959027,832135
253261,2018,13703000,670108,670108,1357955,687847
142694,2018,30060400,1882685,1882685,2978959,1096274
269017,2018,23103000,1413649,1413649,2289486,875838
269304,2018,35102000,1998234,1998234,3478577,1480342
245192,2018,11237000,546135,546135,1101486,555351
145123,2018,11322780,751338,751338,1120987,369650
207874,2018,2903000,37162,37162,287685,250523
171276,2018,6347600,370086,370086,622798,252713
634,2018,18768000,1104757,1104757,1852955,748198
18410,2018,21464000,927568,927568,2127063,1199495
3631,2018,126409000,7213721,7213721,12527018,5313297
204135,2018,5126000,299775,299775,507982,208207
48007,2018,31496000,1607288,1607288,3121225,1513937
38192,2018,28960000,1390162,1390162,2850090,1459928
285297,2018,43369600,1748762,1748762,4297888,2549126
188941,2018,1785600,133249,133249,176951,43703
57085,2018,38901000,1859694,1859694,3855054,1995360
37640,2018,63189000,2303459,2303459,6261973,3958514
140306,2018,26423000,1108523,1108523,2594414,1485892
97537,2018,6879500,610431,610431,677491,67060
161512,2018,12980000,849477,849477,1286306,436829
41347,2018,17367000,1414144,1414144,1721054,306910
145071,2018,54332400,3010076,3010076,5265373,2255297
196733,2018,7900600,378717,378717,782942,404225
38619,2018,14794300,1105054,1105054,1466102,361048
13460,2018,4390000,275991,275991,435045,159054
154598,2018,7371000,493811,493811,730459,236649
235363,2018,20557000,1524838,1524838,2037180,512342
128352,2018,4167000,322766,322766,412946,90180
292215,2018,22336400,701859,701859,2213517,1511658
64646,2018,16094000,878712,878712,1594901,716189
122148,2018,28067000,1295820,1295820,2781414,1485595
11180,2018,13987000,848387,848387,1377378,528991
207008,2018,9194200,497894,497894,911137,413243
66665,2018,10958000,739477,739477,1085928,346450
212742,2018,12365000,557234,557234,1225360,668126
138704,2018,3353000,134775,134775,332279,197505
245947,2018,31391600,1831708,1831708,3110879,1279171
233931,2018,8031000,315135,315135,795865,480730
18517,2018,29988000,1220505,1220505,2963360,1742856
136927,2018,10916000,568928,568928,1059667,490739
83680,2018,14717000,835108,835108,1458441,623333
146576,2018,11895100,645244,645244,1178794,533550
184784,2018,7920400,372850,372850,784905,412054
23042,2018,13005000,876036,876036,1220207,344171
77188,2018,20425600,978366,978366,2024159,1045793
251504,2018,40960235,2607000,2607000,4018789,1411789
183003,2018,60260000,3278198,3278198,5964279,2686081
37231,2018,6047000,131306,131306,599252,467946
215688,2018,9065300,563012,563012,894895,331883
218514,2018,18488000,1163721,1163721,1823324,659604
71339,2018,6972000,551685,551685,690919,139234
247151,2018,10393700,310180,310180,1030006,719826
78243,2018,8788000,393622,393622,870883,477261
116145,2018,19281000,1014081,1014081,1910730,896649
276049,2018,246559800,10113142,10113142,24285205,14172063
33682,2018,58486000,2653775,2653775,5724459,3070685
201638,2018,22012000,1212279,1212279,2156595,944315
270650,2018,175230000,16648847,16648847,17355225,706378
285129,2018,16394000,816180,816180,1624631,808450
220783,2018,57148000,3044820,3044820,5663315,2618495
193668,2018,9560000,270541,270541,947387,676847
265171,2018,9008200,593286,593286,877146,283859
80895,2018,80100200,1477587,1477587,7937858,6460270
264125,2018,52316000,3424865,3424865,5184468,1759604
74146,2018,17620000,1051640,1051640,1746126,694486
81809,2018,21275200,1332605,1332605,2108353,775748
10873,2018,13768000,734820,734820,1364396,629577
18949,2018,9567478,464996,464996,948128,483133
203076,2018,32626000,1328820,1328820,3218342,1889523
265439,2018,25931000,1472018,1472018,2569739,1097721
188738,2018,3232000,153009,153009,315532,162523
6224,2018,7565000,527703,527703,749685,221982
93603,2018,69935000,2874766,2874766,6910676,4035910
282136,2018,3541000,138441,138441,350910,212468
154162,2018,23608200,1835236,1835236,2339551,504315
97768,2018,9647000,740568,740568,956009,215441
139396,2018,25177000,1808856,1808856,2495018,686162
77949,2018,14245000,1291063,1291063,1411667,120604
82222,2018,23046000,2222694,2222694,2283838,61144
212260,2018,18414000,1102081,1102081,1795081,693000
192745,2018,63868000,4086054,4086054,6304486,2218432
33114,2018,14023400,631559,631559,1380886,749328
145483,2018,3399600,165198,165198,336897,171699
89723,2018,130565600,4683582,4683582,12938933,8255351
132538,2018,5423800,251315,251315,535314,283998
55854,2018,27004000,1863360,1863360,2663685,800324
232553,2018,24506500,1088158,1088158,2403203,1315045
94117,2018,10740000,730856,730856,1064324,333468
128397,2018,2528000,91369,91369,250523,159153
224099,2018,7543000,409874,409874,747505,337631
264239,2018,5268000,161532,161532,522054,360523
123258,2018,7911000,536721,536721,783973,247252
98855,2018,7956000,517099,517099,788432,271333
105080,2018,1679400,54445,54445,166427,111982
86563,2018,168898000,5787387,5787387,16737640,10950252
41306,2018,7799000,585676,585676,772874,187198
29710,2018,8191000,327126,327126,811721,484595
260392,2018,13334200,651993,651993,1317245,665252
72899,2018,43387000,2159865,2159865,4269883,2110018
84659,2018,8877000,450802,450802,879703,428901
225534,2018,18446080,763063,763063,1827990,1064927
212819,2018,16459000,1298495,1298495,1625027,326532
27277,2018,32748564,2260223,2260223,3245353,985130
20696,2018,10091000,824505,824505,1000009,175505
225067,2018,19315000,1008928,1008928,1914099,905171
131404,2018,44506000,2984270,2984270,4360955,1376685
81644,2018,14192200,1027777,1027777,1406434,378658
27704,2018,18723000,1213766,1213766,1855432,641667
98803,2018,8171000,570315,570315,809739,239423
166527,2018,49087000,2879820,2879820,4864477,1984658
279629,2018,8670000,510955,510955,849279,338324
265571,2018,535790000,39496597,39496597,53026937,13530340
86039,2018,43043600,3267654,3267654,4237636,969982
199708,2018,7548000,319000,319000,748000,429000
261592,2018,6193000,252802,252802,613721,360919
207110,2018,19088000,1175538,1175538,1891604,716066
99839,2018,5706000,251315,251315,565459,314144
220193,2018,13995000,944712,944712,1377180,432468
236966,2018,49080000,3711757,3711757,4863784,1152027
81723,2018,57308000,3413171,3413171,5679171,2266000
2568,2018,10755000,630568,630568,1065811,435243
151522,2018,10312400,609440,609440,997274,387834
80371,2018,23883000,1740279,1740279,2366784,626505
95607,2018,16441000,798144,798144,1629288,831144
194597,2018,3237600,159450,159450,320843,161393
206200,2018,10468000,291946,291946,1037369,745423
39528,2018,19476000,1140829,1140829,1930054,789225
207514,2018,11292000,735117,735117,1119027,383910
120651,2018,11523000,697261,697261,1141919,444658
275952,2018,5049000,154694,154694,500351,345658
175829,2018,21431600,1203222,1203222,2123852,920631
55916,2018,12428000,525919,525919,1229126,703207
166691,2018,14935000,535135,535135,1480045,944910
141789,2018,8886500,630429,630429,880644,250215
168631,2018,7173000,447432,447432,688441,241009
225883,2018,14049800,896173,896173,1392323,496150
256924,2018,22037600,1443240,1443240,2183906,740667
292886,2018,10105000,421964,421964,1001396,579432
160488,2018,11675900,656492,656492,1152711,496219
259598,2018,43962000,2782306,2782306,4356595,1574288
46403,2018,108550000,5166036,5166036,10757207,5591171
67314,2018,29388000,2406820,2406820,2909351,502532
72183,2018,14734000,862559,862559,1460126,597568
174902,2018,53074000,2991207,2991207,5238477,2247270
285532,2018,11393000,104946,104946,1129036,1024090
275366,2018,87816000,4979829,4979829,8702486,3722658
116485,2018,16490000,1179973,1179973,1634144,454171
132539,2018,28583000,1708270,1708270,2832550,1124279
87670,2018,17478400,667868,667868,1732094,1064225
50482,2018,30855000,2253315,2253315,3012514,759198
239773,2018,10541900,580414,580414,1044693,464279
21322,2018,6294000,372018,372018,623730,251712
143237,2018,23642000,800423,800423,2332198,1531775
41878,2018,13633000,518883,518883,1351018,832135
224405,2018,13835000,745423,745423,1371036,625613
33924,2018,2208000,68279,68279,218811,150532
182403,2018,160843152,8846989,8846989,15921574,7074585
236399,2018,22745500,975730,975730,2254059,1278329
159376,2018,16335200,896470,896470,1612759,716288
191382,2018,23392000,1195631,1195631,2318126,1122495
62049,2018,25934000,1419892,1419892,2531982,1112090
288939,2018,9181000,437423,437423,882775,445351
240197,2018,8492000,341892,341892,841550,499658
255337,2018,5803000,295613,295613,575072,279459
204270,2018,2116000,71847,71847,207811,135964
235292,2018,10954000,759000,759000,1073937,314937
194319,2018,4840000,137649,137649,479640,341991
67222,2018,27711000,2387198,2387198,2746135,358937
95334,2018,15677000,724910,724910,1544757,819847
180381,2018,38836000,2050856,2050856,3800351,1749495
3440,2018,6326000,415919,415919,626901,210982
250809,2018,14202000,516604,516604,1407405,890802
161213,2018,2728400,100625,100625,270382,169757
103618,2018,33420000,1927676,1927676,3290586,1362910
204580,2018,6513600,267369,267369,645492,378123
72675,2018,7076000,533351,533351,694685,161333
28084,2018,103240000,4077928,4077928,10230991,6153063
250271,2018,7650000,274901,274901,758108,483207
15850,2018,5693000,252802,252802,560207,307405
234656,2018,34934000,2187315,2187315,3397712,1210396
246103,2018,25349000,1108622,1108622,2512063,1403441
130164,2018,5116000,341198,341198,506991,165793
283194,2018,58269000,1422766,1422766,5774405,4351640
241447,2018,32789320,1994738,1994738,3249392,1254654
117959,2018,9737400,574914,574914,964968,390054
220950,2018,10491692,311557,311557,1039717,728160
81968,2018,10543100,562288,562288,1044812,482523
14588,2018,22300000,1796667,1796667,2209910,413243
238362,2018,287734000,25412378,25412378,28514180,3101802
39915,2018,31422000,2215559,2215559,3113892,898333
9777,2018,14855240,643514,643514,1472141,828627
154359,2018,59007504,3398604,3398604,5847590,2448986
169702,2018,19200160,1054430,1054430,1902719,848288
51624,2018,22892000,1245279,1245279,2268577,1023297
20912,2018,29342000,1763171,1763171,2907766,1144595
250753,2018,69996000,5976766,5976766,6936541,959775
194494,2018,24448000,1411369,1411369,2363315,951946
160716,2018,21259500,1092617,1092617,2104815,1012198
134324,2018,5581500,337948,337948,553122,215174
137936,2018,30168284,2392181,2392181,2989650,597468
192230,2018,19371700,763539,763539,1914168,1150630
154820,2018,23352000,921027,921027,2314162,1393135
121151,2018,25857700,1554439,1554439,2372700,818261
186743,2018,10811000,678135,678135,1071360,393225
140381,2018,14233000,766532,766532,1410477,643946
95864,2018,3766000,227155,227155,373207,146052
10548,2018,31890000,2440811,2440811,3138964,698153
4154,2018,6491000,431973,431973,640180,208207
121960,2018,21313000,1330901,1330901,2104171,773270
208878,2018,12548000,856811,856811,1243495,386685
18186,2018,9940072,617692,617692,979007,361315
155172,2018,8438000,482117,482117,836198,354081
255910,2018,5192000,212171,212171,514523,302351
71582,2018,4448000,273315,273315,440793,167477
95063,2018,15668000,1115063,1115063,1550703,435640
60474,2018,14455029,788631,788631,1432480,643850
293351,2018,13757000,329604,329604,1363306,1033703
58150,2018,18515000,1537225,1537225,1834820,297595
189727,2018,4974000,393423,393423,492919,99495
260863,2018,15153000,760685,760685,1501649,740964
164506,2018,17536000,561793,561793,1737802,1176009
207901,2018,68226413,2949685,2949685,6761176,3811491
160411,2018,88447000,7372973,7372973,8750153,1377180
47352,2018,32103000,1722045,1722045,3181378,1459333
214555,2018,32234000,1274414,1274414,3194360,1919946
294368,2018,12560600,271591,271591,1239789,968198
143094,2018,28609000,2370153,2370153,2823234,453081
9787,2018,20808492,1123586,1123586,2056751,933166
216836,2018,41158000,1928270,1928270,4078721,2150450
65953,2018,14639000,396396,396396,1450712,1054315
281345,2018,22268000,1312568,1312568,2206739,894171
66651,2018,17366000,1068189,1068189,1720955,652766
16266,2018,13443000,900216,900216,1332189,431973
106508,2018,12974000,641171,641171,1259550,618378
212479,2018,6537900,310081,310081,647900,337819
266608,2018,13494000,605793,605793,1332685,726892
271904,2018,102319000,7625577,7625577,10045577,2420000
145864,2018,6383000,436135,436135,629973,193838
50615,2018,19872500,1356468,1356468,1919797,563329
19546,2018,16339000,1127649,1127649,1619180,491532
114582,2018,9504000,425829,425829,941838,516009
69958,2018,7800000,304532,304532,772973,468441
150425,2018,4382450,325065,325065,432810,107745
222351,2018,10675000,357748,357748,1057883,700135
9750,2018,24617692,1210495,1210495,2439591,1229096
210146,2018,32216000,1307811,1307811,3192577,1884766
130239,2018,113349000,9615090,9615090,11232784,1617694
95898,2018,3861000,161730,161730,382622,220892
30779,2018,21162000,1330207,1330207,2083955,753748
208260,2018,21418000,930144,930144,2116559,1186414
112747,2018,4422400,257142,257142,438256,181114
79626,2018,16825000,748396,748396,1667342,918946
169897,2018,15734200,981200,981200,1559245,578045
69476,2018,8157000,320784,320784,808351,487568
111486,2018,33060000,2392748,2392748,3271063,878315
175939,2018,67087000,3134108,3134108,6648261,3514153
946,2018,13909000,950063,950063,1378369,428306
38495,2018,34258600,2200456,2200456,3394996,1194541
294128,2018,12253000,292541,292541,1170261,877721
92611,2018,1392200,46596,46596,137966,91369
217136,2018,19126000,1057189,1057189,1895369,838180
176439,2018,43270000,1915784,1915784,4288018,2372234
265993,2018,23997700,1112368,1112368,2378150,1265783
187637,2018,47394000,3704721,3704721,4696703,991982
140480,2018,10241200,357173,357173,1014894,657721
15201,2018,17603000,1518000,1518000,1744441,226441
82223,2018,21706000,1228135,1228135,2151045,922910
227860,2018,45516000,2489270,2489270,4481063,1991793
109599,2018,9335000,206622,206622,925090,718468
8084,2018,31305000,2141532,2141532,3102297,960766
231300,2018,74736000,3434378,3434378,7391405,3957027
51283,2018,19479000,1363108,1363108,1930351,567243
286868,2018,11674000,266279,266279,1156883,890604
159474,2018,23480920,1296288,1296288,2326938,1030650
198020,2018,5497000,184225,184225,544748,360523
247465,2018,15790000,820342,820342,1564775,744432
191914,2018,25636800,1028133,1028133,2540584,1512450
158891,2018,6334800,307584,307584,621629,314045
278849,2018,17944000,871973,871973,1758315,886342
58381,2018,7133000,413243,413243,706874,293631
126334,2018,10433000,861072,861072,1033901,172829
92422,2018,7265000,247252,247252,719955,472703
219522,2018,85870000,3542991,3542991,8509640,4966649
60746,2018,13210000,1047775,1047775,1291955,244180
259897,2018,22363400,1532607,1532607,2216193,683586
178897,2018,37981000,2186622,2186622,3763883,1577261
60581,2018,3840200,127957,127957,379272,251315
267725,2018,47446333,3650924,3650924,4701889,1050965
210188,2018,21880000,1219216,1219216,2168288,949072
71274,2018,2170000,137153,137153,215045,77892
52912,2018,9090004,709352,709352,894667,185315
142483,2018,9800100,658325,658325,967019,308694
98335,2018,7184000,438811,438811,711928,273117
85045,2018,9775000,658811,658811,968694,309883
280724,2018,14288600,619062,619062,1415987,796925
3271,2018,2277000,124171,124171,225649,101477
112570,2018,7808600,523957,523957,773825,249868
135488,2018,11111000,530676,530676,1101090,570414
149087,2018,47354000,2408703,2408703,4692739,2284036
98327,2018,11285400,656472,656472,1118373,461901
34395,2018,7527000,142207,142207,745919,603712
61201,2018,34805000,1372126,1372126,3449144,2077018
232936,2018,93933000,6945420,6945420,9278946,2333526
35142,2018,9914000,664261,664261,979099,314838
83541,2018,16945000,1377477,1377477,1679234,301757
26746,2018,26532400,630905,630905,2629337,1998432
126878,2018,18133500,707151,707151,1797014,1089862
103518,2018,19827700,576142,576142,1964907,1388765
91229,2018,8851000,689234,689234,877126,187892
61493,2018,80491000,5139973,5139973,7877486,2737514
28479,2018,15885000,553766,553766,1574189,1020423
154594,2018,3644100,186316,186316,361127,174811
136759,2018,8571200,421389,421389,849398,428009
31051,2018,7545000,302550,302550,733135,430586
4513,2018,21095320,1510797,1510797,2090527,579730
41207,2018,41583000,2812631,2812631,4120838,1308207
255007,2018,3670000,211180,211180,363694,152514
86130,2018,25563000,991685,991685,2525739,1534054
173288,2018,43165000,1642667,1642667,4277613,2634946
122390,2018,12954600,1003933,1003933,1282105,278171
157846,2018,15536000,987919,987919,1521072,533153
51664,2018,3869000,270441,270441,383414,112973
120895,2018,10588400,727506,727506,1048310,320804
209906,2018,38095000,2151342,2151342,3775180,1623838
50786,2018,9813000,388072,388072,948874,560802
123506,2018,7517500,229464,229464,741509,512045
67040,2018,10306000,770099,770099,1021315,251216
135619,2018,8036600,483663,483663,796420,312757
183285,2018,5139000,291946,291946,509270,217324
88038,2018,11497000,1008036,1008036,1139342,131306
109417,2018,24855408,1558928,1558928,2463149,904221
18966,2018,17860480,1242802,1242802,1769957,527156
51997,2018,8886000,556441,556441,879802,323360
47758,2018,3388000,227234,227234,335748,108514
169222,2018,9948828,447036,447036,981956,534920
251045,2018,3641000,132198,132198,360820,228622
116938,2018,5795000,214649,214649,574279,359631
12902,2018,39262000,2625928,2625928,3841279,1215351
160658,2018,41838000,3409901,3409901,4139667,729766
148198,2018,23513600,1207780,1207780,2326312,1118532
213210,2018,4765000,291946,291946,472207,180261
164956,2018,6271600,230168,230168,616951,386784
6096,2018,7238000,492126,492126,717279,225153
116285,2018,15751000,815586,815586,1560910,745324
52476,2018,6569200,427632,427632,649912,222279
22331,2018,86049000,5870631,5870631,8031883,2161252
173431,2018,57959100,1553636,1553636,5743695,4190059
284758,2018,36729000,1452694,1452694,3637234,2184541
264642,2018,6736200,303362,303362,667551,364189
148210,2018,4530500,293234,293234,448968,155734
202398,2018,7319946,374694,374694,721337,346643
197116,2018,46583000,1728486,1728486,4566784,2838297
282727,2018,5456000,226144,226144,534640,308495
153817,2018,24306000,802802,802802,2408703,1605901
199849,2018,16105000,1093162,1093162,1578153,484991
220201,2018,14476000,614414,614414,1434559,820144
72959,2018,7903000,630964,630964,783180,152216
254613,2018,13616800,668106,668106,1349413,681306
97051,2018,3170800,171620,171620,314223,142604
14775,2018,19006000,1131514,1131514,1883477,751964
44552,2018,13109000,575270,575270,1299090,723820
40038,2018,34212000,2298009,2298009,3390378,1092369
224330,2018,14264000,789523,789523,1413550,624027
192890,2018,21667820,263982,263982,2141712,1877730
277458,2018,54546000,3098432,3098432,5157712,2059279
452,2018,24273400,801613,801613,2405472,1603859
221232,2018,10108000,714604,714604,996441,281838
59220,2018,3453600,146330,146330,342249,195919
227248,2018,28390000,1484604,1484604,2813423,1328820
194610,2018,5621830,227631,227631,547109,319479
212671,2018,35940000,1844432,1844432,3561622,1717189
60726,2018,10036000,547721,547721,976820,429099
84178,2018,13975000,960270,960270,1384910,424640
154107,2018,3280000,187297,187297,325045,137748
150551,2018,12412000,762072,762072,1225559,463486
115700,2018,10914000,817171,817171,1081568,264396
279743,2018,28152000,1340613,1340613,2789838,1449225
192487,2018,3827000,205532,205532,375784,170252
249193,2018,12169000,727486,727486,1205937,478450
78761,2018,16381800,899503,899503,1623422,723919
53109,2018,26668000,1834919,1834919,2642775,807856
33129,2018,8833328,511748,511748,875375,363627
271448,2018,14899000,893180,893180,1463297,570117
197857,2018,64893900,5471648,5471648,6430927,959279
65517,2018,15913000,703901,703901,1549216,845315
175086,2018,13173000,686261,686261,1305432,619171
241391,2018,12491000,640378,640378,1237847,597468
35919,2018,17301000,652468,652468,1714514,1062045
52994,2018,144424000,12378865,12378865,14312288,1933423
26201,2018,116938000,4598775,4598775,11588450,6989675
69593,2018,9451000,517595,517595,936586,418991
165763,2018,30465600,2068555,2068555,3007717,939162
294323,2018,4807000,76108,76108,476369,400261
272619,2018,17290000,955018,955018,1713423,758405
8504,2018,6057996,153306,153306,600342,447036
168761,2018,5516000,187297,187297,546631,359333
61756,2018,20519400,1236400,1236400,2033454,797054
147972,2018,24073800,1280737,1280737,2385692,1104955
119719,2018,169203900,16079513,16079513,16765774,686261
205922,2018,12933000,780802,780802,1281649,500847
243419,2018,13845400,715297,715297,1352445,637148
289501,2018,5630002,319595,319595,544252,224658
79131,2018,10900000,569126,569126,1080180,511054
148120,2018,59963480,3802829,3802829,5928948,2126120
107829,2018,6742600,352951,352951,668186,315234
71750,2018,7361000,326333,326333,729468,403135
256381,2018,16451000,363396,363396,1630279,1266883
281695,2018,3973000,96423,96423,392135,295712
149044,2018,9437000,619468,619468,932324,312856
131684,2018,3294000,89982,89982,326432,236450
7353,2018,37613200,3052173,3052173,3692750,640577
282887,2018,10756000,579829,579829,1059865,480036
246725,2018,11955000,920532,920532,1184730,264198
15828,2018,11593000,822225,822225,1148856,326631
171476,2018,7723000,510757,510757,760982,250225
248542,2018,19345000,473000,473000,1905378,1432378
225626,2018,13231000,932622,932622,1311180,378559
260138,2018,6215000,313450,313450,615901,302450
294210,2018,16007000,758802,758802,1586279,827477
154185,2018,5679800,290241,290241,562863,272622
37563,2018,23959000,601631,601631,2374315,1772685
185483,2018,14184600,886699,886699,1405681,518982
207349,2018,22031128,1433382,1433382,2183265,749883
150399,2018,18282000,1093658,1093658,1811730,718072
60070,2018,12471350,705784,705784,1235900,530116
245436,2018,8901000,839468,839468,882081,42613
141657,2018,17546800,730440,730440,1729953,999514
290418,2018,10244000,392730,392730,1015171,622441
197827,2018,8388112,222577,222577,831254,608678
58182,2018,8846000,352000,352000,876631,524631
